Provider,PotentialFraud,IP_TotalClaimAmt_x,IP_TotalClaimAmt_y,IP_TotalLOS_x,IP_TotalLOS_y,IP_TotalDeductible_y,IP_TotalDeductible_x,IP_ClaimCount_x,IP_ClaimCount_y,UniquePatients,UniqueCounties,OP_TotalClaimAmt,OP_ClaimCount,IP_UniqueOperatingPhys_y,IP_UniqueOperatingPhys_x,OP_TotalDeductible,IP_UniqueOtherPhys_x,IP_UniqueOtherPhys_y,IP_UniqueAttendingPhys_x,IP_UniqueAttendingPhys_y,UniqueStates,OP_UniqueOperatingPhys,OP_UniqueAttendingPhys,OP_UniqueOtherPhys,IP_StdClaimAmt_x,IP_StdClaimAmt_y,AvgIPAnnualReimb,IP_AvgClaimAmt_x,IP_AvgClaimAmt_y,IP_AvgLOS_y,IP_AvgLOS_x,OP_StdClaimAmt,PctKidneyDisease,OP_AvgClaimAmt,OP_AvgDeductible,PctHeartfailure,OP_MedianClaimAmt,StdPatientAge,IP_MedianLOS_y,IP_MedianLOS_x,PctDiabetes,PctAlzheimer,IP_MedianClaimAmt_x,IP_MedianClaimAmt_y
PRV56241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,20,31640.0,140.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,7,16.0,67.0,33.0,7937.253933193771,7937.253933193771,3274.387755102041,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,420.07673159990026,0.42857142857142855,226.0,0.9285714285714286,0.6020408163265306,80.0,12.92884504606231,4.0,4.0,0.7448979591836735,0.37755102040816324,7000.0,7000.0
PRV56242,0,7000.0,7000.0,0.0,0.0,1068.0,1068.0,1.0,1.0,75,5,43420.0,135.0,1.0,1.0,160.0,0.0,0.0,1.0,1.0,1,9.0,11.0,8.0,7937.253933193771,7937.253933193771,4825.866666666667,7000.0,7000.0,0.0,0.0,518.6322531822586,0.3333333333333333,321.6296296296296,1.1851851851851851,0.56,80.0,14.346596172172474,0.0,0.0,0.5733333333333334,0.44,7000.0,7000.0
PRV56243,0,696100.0,696100.0,371.0,371.0,77964.0,77964.0,78.0,78.0,604,63,226680.0,831.0,26.0,26.0,3310.0,16.0,16.0,36.0,36.0,20,55.0,111.0,82.0,7794.240062711576,7794.240062711576,4057.864238410596,8924.358974358975,8924.358974358975,4.756410256410256,4.756410256410256,534.6043224354811,0.3708609271523179,272.7797833935018,3.983152827918171,0.5264900662251656,80.0,12.673671060445324,4.0,4.0,0.6986754966887417,0.40066225165562913,8000.0,8000.0
PRV56245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,6,13720.0,76.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,1,5.0,7.0,6.0,7937.253933193771,7937.253933193771,4990.227272727273,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,300.869383561891,0.36363636363636365,180.52631578947367,1.7105263157894737,0.6136363636363636,70.0,14.802340969014356,4.0,4.0,0.7045454545454546,0.45454545454545453,7000.0,7000.0
PRV56247,0,12000.0,12000.0,2.0,2.0,2136.0,2136.0,2.0,2.0,21,6,8410.0,24.0,1.0,1.0,120.0,0.0,0.0,2.0,2.0,2,2.0,8.0,3.0,4242.640687119285,4242.640687119285,6270.476190476191,6000.0,6000.0,1.0,1.0,623.7159273026579,0.19047619047619047,350.4166666666667,5.0,0.47619047619047616,65.0,12.187803117466261,1.0,1.0,0.5238095238095238,0.3333333333333333,6000.0,6000.0
PRV56248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477,33,283190.0,934.0,0.0,0.0,2290.0,0.0,0.0,0.0,0.0,6,10.0,10.0,7.0,7937.253933193771,7937.253933193771,3196.7924528301887,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,601.7271747906357,0.33542976939203356,303.2012847965739,2.4518201284796572,0.5220125786163522,80.0,13.488172877160448,4.0,4.0,0.6205450733752621,0.3920335429769392,7000.0,7000.0
PRV56249,1,577000.0,577000.0,362.0,362.0,58740.0,58740.0,56.0,56.0,666,45,298110.0,1054.0,12.0,12.0,3000.0,3.0,3.0,12.0,12.0,7,23.0,22.0,14.0,9166.975594951782,9166.975594951782,4253.693693693694,10303.57142857143,10303.57142857143,6.464285714285714,6.464285714285714,566.8076060122366,0.3588588588588589,282.8368121442125,2.846299810246679,0.509009009009009,80.0,12.94533070765586,4.0,4.0,0.6561561561561562,0.3843843843843844,8000.0,8000.0
PRV56251,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3,8950.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,9.0,6.0,7937.253933193771,7937.253933193771,5091.875,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,642.5063173355511,0.25,298.3333333333333,0.0,0.5,75.0,16.317727058828375,4.0,4.0,0.75,0.375,7000.0,7000.0
PRV56252,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,8,5210.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,13.0,6.0,7937.253933193771,7937.253933193771,2088.8888888888887,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,763.8638023212856,0.6111111111111112,289.44444444444446,0.0,0.6666666666666666,85.0,15.056431304438268,4.0,4.0,0.7222222222222222,0.5555555555555556,7000.0,7000.0
PRV56253,1,574500.0,574500.0,366.0,366.0,67284.0,67284.0,63.0,63.0,228,27,62180.0,248.0,6.0,6.0,780.0,0.0,0.0,7.0,7.0,2,16.0,22.0,15.0,8103.520882384658,8103.520882384658,5665.394736842105,9119.047619047618,9119.047619047618,5.809523809523809,5.809523809523809,504.0526824645929,0.3815789473684211,250.7258064516129,3.1451612903225805,0.5131578947368421,80.0,12.248635614552201,4.0,4.0,0.6666666666666666,0.40789473684210525,7000.0,7000.0
PRV56255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,9,38510.0,102.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,2,7.0,13.0,8.0,7937.253933193771,7937.253933193771,3023.0882352941176,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,704.5628323308006,0.4264705882352941,377.54901960784315,3.5294117647058822,0.6029411764705882,80.0,9.787632826963305,4.0,4.0,0.7352941176470589,0.39705882352941174,7000.0,7000.0
PRV56256,0,84000.0,84000.0,45.0,45.0,11748.0,11748.0,11.0,11.0,53,7,6650.0,44.0,5.0,5.0,10.0,2.0,2.0,9.0,9.0,3,4.0,12.0,8.0,4080.998095386159,4080.998095386159,5376.226415094339,7636.363636363636,7636.363636363636,4.090909090909091,4.090909090909091,269.6355499738956,0.4339622641509434,151.13636363636363,0.22727272727272727,0.6415094339622641,65.0,11.272413638898742,2.0,2.0,0.6226415094339622,0.41509433962264153,6000.0,6000.0
PRV56257,1,148000.0,148000.0,116.0,116.0,18156.0,18156.0,17.0,17.0,48,11,9440.0,35.0,2.0,2.0,100.0,0.0,0.0,2.0,2.0,3,3.0,18.0,10.0,8083.661808567582,8083.661808567582,7416.25,8705.882352941177,8705.882352941177,6.823529411764706,6.823529411764706,513.4570588281987,0.5208333333333334,269.7142857142857,2.857142857142857,0.6041666666666666,80.0,13.730588173275196,6.0,6.0,0.75,0.4791666666666667,7000.0,7000.0
PRV56258,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,17,26130.0,70.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,4,13.0,46.0,19.0,7937.253933193771,7937.253933193771,2741.714285714286,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,769.8234720075961,0.44285714285714284,373.2857142857143,2.4285714285714284,0.5714285714285714,85.0,13.921102291978881,4.0,4.0,0.7,0.42857142857142855,7000.0,7000.0
PRV56259,1,108000.0,108000.0,98.0,98.0,17088.0,17088.0,16.0,16.0,188,36,52020.0,180.0,6.0,6.0,420.0,4.0,4.0,14.0,14.0,15,30.0,104.0,53.0,5385.164807134504,5385.164807134504,5093.882978723404,6750.0,6750.0,6.125,6.125,623.1583817257729,0.3670212765957447,289.0,2.3333333333333335,0.5691489361702128,80.0,14.619772644907613,4.0,4.0,0.7287234042553191,0.4574468085106383,5500.0,5500.0
PRV56260,0,550000.0,550000.0,243.0,243.0,57672.0,57672.0,55.0,55.0,53,7,510.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,6.0,3,0.0,4.0,3.0,9946.151312237611,9946.151312237611,16354.528301886792,10000.0,10000.0,4.418181818181818,4.418181818181818,84.60693430998036,0.5283018867924528,127.5,0.0,0.660377358490566,135.0,12.621614854658,3.0,3.0,0.7924528301886793,0.6415094339622641,8000.0,8000.0
PRV56261,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,7,24690.0,69.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,3,5.0,11.0,7.0,7937.253933193771,7937.253933193771,3872.978723404255,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,773.4621736163608,0.2978723404255319,357.82608695652175,7.246376811594203,0.5106382978723404,60.0,14.09778748164335,4.0,4.0,0.48936170212765956,0.3404255319148936,7000.0,7000.0
PRV56262,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,3480.0,15.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1,2.0,9.0,4.0,7937.253933193771,7937.253933193771,3800.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,283.78059935701833,0.26666666666666666,232.0,2.6666666666666665,0.6,90.0,10.50224276892548,4.0,4.0,0.6,0.3333333333333333,7000.0,7000.0
PRV56263,0,20000.0,20000.0,5.0,5.0,2136.0,2136.0,2.0,2.0,17,7,2940.0,16.0,1.0,1.0,200.0,0.0,0.0,2.0,2.0,2,4.0,10.0,9.0,4242.640687119285,4242.640687119285,3111.764705882353,10000.0,10000.0,2.5,2.5,246.60021627457397,0.11764705882352941,183.75,12.5,0.35294117647058826,70.0,9.279695331712459,2.5,2.5,0.6470588235294118,0.35294117647058826,10000.0,10000.0
PRV56264,0,165000.0,165000.0,133.0,133.0,19224.0,19224.0,19.0,19.0,45,11,7050.0,32.0,7.0,7.0,70.0,1.0,1.0,9.0,9.0,4,4.0,21.0,10.0,11823.012548880854,11823.012548880854,5666.888888888889,8684.21052631579,8684.21052631579,7.0,7.0,291.80732015625347,0.5111111111111111,220.3125,2.1875,0.4666666666666667,100.0,13.34142526559371,3.0,3.0,0.6666666666666666,0.4222222222222222,5000.0,5000.0
PRV56265,0,179000.0,179000.0,112.0,112.0,21360.0,21360.0,20.0,20.0,54,6,32760.0,106.0,2.0,2.0,570.0,1.0,1.0,3.0,3.0,1,4.0,14.0,11.0,8198.042128267098,8198.042128267098,6224.444444444444,8950.0,8950.0,5.6,5.6,728.8432169271639,0.3888888888888889,309.0566037735849,5.377358490566038,0.5,90.0,12.09216266315939,3.5,3.5,0.7407407407407407,0.2962962962962963,6500.0,6500.0
PRV56266,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,8,9640.0,30.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,5,3.0,21.0,12.0,7937.253933193771,7937.253933193771,2381.5384615384614,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,656.3836837017546,0.3076923076923077,321.3333333333333,1.3333333333333333,0.4230769230769231,65.0,15.314299226354569,4.0,4.0,0.5384615384615384,0.5384615384615384,7000.0,7000.0
PRV56267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,350.0,4.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1,1.0,3.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,25.0,0.25,87.5,15.0,0.5,100.0,11.220548169273782,4.0,4.0,0.75,0.5,7000.0,7000.0
PRV56268,1,657100.0,657100.0,423.0,423.0,63012.0,63012.0,61.0,61.0,873,62,283570.0,1052.0,37.0,37.0,4470.0,13.0,13.0,47.0,47.0,20,93.0,280.0,183.0,9685.352018168827,9685.352018168827,4963.138602520045,10772.131147540984,10772.131147540984,6.934426229508197,6.934426229508197,548.347305005474,0.39060710194730813,269.5532319391635,4.249049429657795,0.5589919816723941,80.0,13.479599047689435,4.0,4.0,0.6941580756013745,0.4032073310423826,8000.0,8000.0
PRV56269,0,81000.0,81000.0,37.0,37.0,8544.0,8544.0,8.0,8.0,16,3,2230.0,9.0,3.0,3.0,100.0,1.0,1.0,5.0,5.0,2,4.0,8.0,2.0,7567.552916422663,7567.552916422663,10436.25,10125.0,10125.0,4.625,4.625,251.58387159045876,0.6875,247.77777777777777,11.11111111111111,0.625,100.0,9.677975351553687,3.5,3.5,0.75,0.5,7500.0,7500.0
PRV56270,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485,15,289970.0,1043.0,0.0,0.0,2610.0,0.0,0.0,0.0,0.0,3,37.0,44.0,18.0,7937.253933193771,7937.253933193771,3945.773195876289,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,549.3106758241898,0.32783505154639175,278.01534036433367,2.5023969319271333,0.51340206185567,70.0,13.178685966728985,4.0,4.0,0.6371134020618556,0.3402061855670103,7000.0,7000.0
PRV56271,0,6000.0,6000.0,1.0,1.0,1068.0,1068.0,1.0,1.0,65,9,30760.0,92.0,1.0,1.0,460.0,0.0,0.0,1.0,1.0,4,9.0,17.0,12.0,7937.253933193771,7937.253933193771,1580.7692307692307,6000.0,6000.0,1.0,1.0,625.4550947028313,0.2153846153846154,334.3478260869565,5.0,0.5230769230769231,100.0,14.383735971497794,1.0,1.0,0.5846153846153846,0.2923076923076923,6000.0,6000.0
PRV56272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,5450.0,22.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1,5.0,6.0,6.0,7937.253933193771,7937.253933193771,4192.142857142857,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,667.0827164972501,0.42857142857142855,247.72727272727272,8.636363636363637,0.7142857142857143,50.0,11.118213633548669,4.0,4.0,0.7142857142857143,0.42857142857142855,7000.0,7000.0
PRV56274,0,22000.0,22000.0,21.0,21.0,4272.0,4272.0,4.0,4.0,8,4,1980.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1,0.0,4.0,4.0,5000.0,5000.0,3825.0,5500.0,5500.0,5.25,5.25,539.4750534856393,0.75,495.0,0.0,0.5,420.0,9.243082848192174,5.0,5.0,0.375,0.25,5000.0,5000.0
PRV56275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,5,24690.0,80.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,7937.253933193771,7937.253933193771,1421.764705882353,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,588.1482284319108,0.38235294117647056,308.625,3.125,0.6176470588235294,75.0,13.237697282926863,4.0,4.0,0.6470588235294118,0.35294117647058826,7000.0,7000.0
PRV56276,0,13000.0,13000.0,15.0,15.0,0.0,0.0,1.0,1.0,7,3,390.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.0,3.0,7937.253933193771,7937.253933193771,5322.857142857143,13000.0,13000.0,15.0,15.0,77.13624310270757,0.7142857142857143,65.0,0.0,0.5714285714285714,40.0,13.581749208153145,15.0,15.0,0.5714285714285714,0.42857142857142855,13000.0,13000.0
PRV56277,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,5470.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,5.0,4.0,7937.253933193771,7937.253933193771,5295.882352941177,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,570.151821373224,0.4117647058823529,287.89473684210526,0.0,0.7058823529411765,70.0,10.155987321500236,4.0,4.0,0.8235294117647058,0.4117647058823529,7000.0,7000.0
PRV56278,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,20910.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,3.0,7937.253933193771,7937.253933193771,4098.888888888889,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,1108.9785089591833,0.3333333333333333,774.4444444444445,0.0,0.6666666666666666,100.0,13.273449516286776,4.0,4.0,0.5555555555555556,0.2222222222222222,7000.0,7000.0
PRV56279,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,3,17770.0,53.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2.0,2.0,2.0,7937.253933193771,7937.253933193771,3400.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,712.2218857306958,0.4482758620689655,335.2830188679245,1.8867924528301887,0.7586206896551724,70.0,9.9193407058353,4.0,4.0,0.8275862068965517,0.4482758620689655,7000.0,7000.0
PRV56280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,6,8450.0,39.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,1,3.0,6.0,6.0,7937.253933193771,7937.253933193771,4942.5,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,488.9372650175143,0.40625,216.66666666666666,2.3076923076923075,0.65625,70.0,13.216833454884812,4.0,4.0,0.71875,0.28125,7000.0,7000.0
PRV56281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2,24130.0,54.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,7937.253933193771,7937.253933193771,5487.916666666667,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,816.0600793506037,0.5833333333333334,446.85185185185185,3.888888888888889,0.625,80.0,13.228694637625459,4.0,4.0,0.6666666666666666,0.3333333333333333,7000.0,7000.0
PRV56282,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,500.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,2.0,7937.253933193771,7937.253933193771,3150.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,92.55628917943214,0.5,125.0,0.0,0.75,145.0,10.017604943668392,4.0,4.0,0.5,0.75,7000.0,7000.0
PRV56283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2320.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,16333.333333333334,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,1236.1769021193259,1.0,773.3333333333334,0.0,0.6666666666666666,100.0,5.044874981871378,4.0,4.0,1.0,0.6666666666666666,7000.0,7000.0
PRV56284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,4,23090.0,67.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,1,3.0,3.0,3.0,7937.253933193771,7937.253933193771,4458.108108108108,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,712.3251052931773,0.3783783783783784,344.6268656716418,1.6417910447761195,0.4864864864864865,90.0,13.038085664927266,4.0,4.0,0.5675675675675675,0.32432432432432434,7000.0,7000.0
PRV56285,0,140000.0,140000.0,94.0,94.0,13884.0,13884.0,13.0,13.0,12,5,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,2,0.0,0.0,0.0,12262.095023240294,12262.095023240294,19990.833333333332,10769.23076923077,10769.23076923077,7.230769230769231,7.230769230769231,517.8553338098865,0.6666666666666666,265.1538461538462,1.9866845940319222,0.75,80.0,13.338387788840764,3.0,3.0,0.75,0.5,7000.0,7000.0
PRV56286,0,23000.0,23000.0,15.0,15.0,1068.0,1068.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,7937.253933193771,7937.253933193771,23000.0,23000.0,23000.0,15.0,15.0,517.8553338098865,1.0,265.1538461538462,1.9866845940319222,1.0,80.0,12.65418930687249,15.0,15.0,1.0,0.0,23000.0,23000.0
PRV56287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,4,28680.0,107.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,3515.6626506024095,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,595.1699285685836,0.43373493975903615,268.0373831775701,2.897196261682243,0.5060240963855421,70.0,13.771868558313754,4.0,4.0,0.6385542168674698,0.40963855421686746,7000.0,7000.0
PRV56288,0,24000.0,24000.0,5.0,5.0,2136.0,2136.0,2.0,2.0,2,2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1,0.0,0.0,0.0,4242.640687119285,4242.640687119285,22500.0,12000.0,12000.0,2.5,2.5,517.8553338098865,0.5,265.1538461538462,1.9866845940319222,0.5,80.0,22.799716802283285,2.5,2.5,1.0,0.5,12000.0,12000.0
PRV56289,0,28000.0,28000.0,20.0,20.0,5340.0,5340.0,5.0,5.0,5,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,1,0.0,0.0,0.0,2880.972058177587,2880.972058177587,8400.0,5600.0,5600.0,4.0,4.0,517.8553338098865,0.2,265.1538461538462,1.9866845940319222,0.6,80.0,14.859993117501375,3.0,3.0,0.8,0.8,4000.0,4000.0
PRV56290,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,11560.0,23.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1,2.0,3.0,2.0,7937.253933193771,7937.253933193771,7626.875,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,945.3629288234629,0.3125,502.60869565217394,0.43478260869565216,0.5625,70.0,11.446444014476624,4.0,4.0,0.625,0.4375,7000.0,7000.0
PRV56291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,13150.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2.0,2.0,7937.253933193771,7937.253933193771,1982.3076923076924,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,742.2725187311544,0.34615384615384615,365.27777777777777,0.0,0.38461538461538464,90.0,14.076269811093763,4.0,4.0,0.5769230769230769,0.38461538461538464,7000.0,7000.0
PRV56293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,430.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,230.9401076758503,0.0,143.33333333333334,0.0,0.3333333333333333,10.0,4.9798309800131495,4.0,4.0,0.0,0.0,7000.0,7000.0
PRV56295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1200.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,18385.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,533.3541662597816,1.0,300.0,0.0,0.5,35.0,4.832933021019529,4.0,4.0,0.75,0.25,7000.0,7000.0
PRV56297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,7140.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,3.0,1.0,7937.253933193771,7937.253933193771,3802.608695652174,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,639.2617269597449,0.4782608695652174,255.0,0.0,0.8260869565217391,60.0,10.18990745403079,4.0,4.0,0.782608695652174,0.6086956521739131,7000.0,7000.0
PRV56299,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,320.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,4080.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,78.29431652425353,0.4,64.0,0.0,0.8,30.0,18.76542452663625,4.0,4.0,0.6,0.4,7000.0,7000.0
PRV56300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,990.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,920.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,135.42921187310893,0.4,123.75,12.5,0.4,65.0,5.464826092452559,4.0,4.0,1.0,0.6,7000.0,7000.0
PRV56301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1030.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,1333.3333333333333,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,482.7352621606727,0.0,343.3333333333333,0.0,0.3333333333333333,90.0,1.3100236945917432,4.0,4.0,0.3333333333333333,0.3333333333333333,7000.0,7000.0
PRV56302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1500.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,1300.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,221.7355782608345,0.25,375.0,5.0,0.25,400.0,18.75959687825412,4.0,4.0,0.75,0.5,7000.0,7000.0
PRV56303,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,35.35533905932738,0.0,35.0,0.0,0.0,35.0,3.3007996219659472,4.0,4.0,0.5,0.0,7000.0,7000.0
PRV56304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,12660.0,15.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,7937.253933193771,7937.253933193771,3432.3076923076924,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,1620.5633940965452,0.6923076923076923,844.0,6.666666666666667,0.46153846153846156,90.0,13.47437925530835,4.0,4.0,0.7692307692307693,0.46153846153846156,7000.0,7000.0
PRV56305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,4200.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,5433.333333333333,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,179.81380627223365,0.25,144.82758620689654,0.0,0.3333333333333333,70.0,7.5150040715037765,4.0,4.0,0.6666666666666666,0.08333333333333333,7000.0,7000.0
PRV56306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1400.0,7.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,1800.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,249.86663109213552,0.6,200.0,11.428571428571429,0.4,60.0,12.187039189096595,4.0,4.0,0.8,0.2,7000.0,7000.0
PRV56307,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,1330.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,3.0,1.0,7937.253933193771,7937.253933193771,8883.333333333334,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,122.87897470374021,0.3333333333333333,110.83333333333333,0.0,0.5,55.0,12.948089453642929,4.0,4.0,0.75,0.5,7000.0,7000.0
